5.2484,7.36387,1.36296,1.38206,7.08557,0.0543496,1.56306
5.34754,7.36387,1.36296,1.38206,7.08557,0.0543496,1.56306
5.44806,7.36387,1.36296,1.38206,7.08557,0.0543496,1.56306
5.54748,7.36387,1.36296,1.38206,7.08557,0.0543496,1.56306
5.65189,7.36387,1.36296,1.38206,7.08557,0.0543496,1.56306
5.7546,7.36388,1.36361,1.38019,7.08557,0.0543496,1.56306
5.85609,7.36393,1.37138,1.38394,7.08557,0.0543496,1.56306
5.95664,7.36386,1.38153,1.3933,7.08557,0.0543496,1.56306
6.05301,7.36371,1.39146,1.40082,7.08557,0.0543496,1.56306
6.14909,7.36349,1.40506,1.40268,7.08557,0.0543496,1.56306
6.25035,7.36317,1.42297,1.40463,7.08557,0.0543496,1.56306
6.34936,7.36289,1.44479,1.39899,7.12047,0.174665,1.57427
6.45096,7.28698,1.73381,1.83245,7.12047,0.174665,1.57427
6.55128,7.26489,1.72623,1.84455,7.12047,0.174665,1.57427
6.64848,7.25947,1.74667,1.84459,7.12047,0.174665,1.57427
6.75692,7.25483,1.76419,1.84455,7.12047,0.174665,1.57427
6.84859,7.24931,1.78484,1.84643,7.12047,0.174665,1.57427
6.95011,7.24472,1.80216,1.84455,7.15764,0.299415,1.55937
7.05168,7.59839,2.77081,1.60632,7.15764,0.299415,1.55937
7.15178,7.63177,2.78756,1.44863,7.15764,0.299415,1.55937
7.25008,7.63112,2.80566,1.4486,7.15764,0.299415,1.55937
7.35084,7.63037,2.82636,1.44859,7.15764,0.299415,1.55937
7.46504,7.62975,2.84468,1.44667,7.17106,0.434934,1.56021
7.57253,7.10223,2.22355,2.2008,7.17106,0.434934,1.56021
7.65659,7.09144,2.23831,2.20279,7.17106,0.434934,1.56021
7.86104,7.07859,2.25592,2.20092,7.17106,0.434934,1.56021
7.9593,7.05497,2.28831,2.20138,7.1907,0.539561,1.55699
8.1554,7.04417,2.30307,2.20329,7.1907,0.539561,1.55699
8.25434,7.03316,2.31816,2.20153,7.1907,0.539561,1.55699
8.35405,7.03387,2.32756,2.21726,7.1907,0.539561,1.55699
8.45829,7.0235,2.34199,2.21726,7.1907,0.539561,1.55699
8.5603,7.01082,2.35928,2.22659,7.19937,0.66259,1.55758
8.67385,6.99984,2.37379,2.24156,7.19937,0.66259,1.55758
8.75773,7.13281,2.29924,2.6703,7.19937,0.66259,1.55758
8.95679,7.11462,2.30302,3.03572,7.19937,0.66259,1.55758
9.05738,7.09555,2.31258,3.03754,7.20441,0.753559,1.57039
9.15297,7.07941,2.32075,3.03377,7.20441,0.753559,1.57039
9.28279,7.06324,2.32886,3.0375,7.20441,0.753559,1.57039
9.37628,7.08937,2.40549,2.66044,7.20441,0.753559,1.57039
9.46956,7.06689,2.39818,2.8244,7.20268,0.865277,1.61035
9.55642,7.05058,2.40653,2.82251,7.20268,0.865277,1.61035
9.75464,7.03446,2.41478,2.82247,7.20268,0.865277,1.61035
9.85907,7.01582,2.42428,2.82438,7.20268,0.865277,1.61035
9.95455,6.99951,2.43263,2.82245,7.20268,0.865277,1.61035
10.057,7.07677,2.5227,2.6324,7.20268,0.865277,1.61035
10.156,7.04495,2.53425,2.53033,7.19747,0.991924,1.61739
10.2547,7.0293,2.54342,2.53038,7.19747,0.991924,1.61739
10.3557,7.01087,2.55426,2.52853,7.19747,0.991924,1.61739
10.4743,6.99561,2.56324,2.5285,7.19747,0.991924,1.61739
10.5567,7.07091,2.56656,2.56264,7.19747,0.991924,1.61739
10.7575,7.05915,2.57895,2.60618,7.19343,1.10115,1.62133
10.8565,7.04142,2.59094,2.58558,7.19343,1.10115,1.62133
10.9529,7.02618,2.60121,2.58741,7.19343,1.10115,1.62133
11.0533,7.00882,2.61296,2.58557,7.19343,1.10115,1.62133
11.1558,6.99382,2.62318,2.58182,7.19343,1.10115,1.62133
11.2545,7.06231,2.60537,2.5181,7.19707,1.28747,1.5855
11.3674,7.07885,2.62563,2.4009,7.19707,1.28747,1.5855
11.4561,7.04751,2.64921,2.36361,7.19707,1.28747,1.5855
11.6572,7.03308,2.66016,2.35992,7.19707,1.28747,1.5855
11.7533,7.01785,2.67186,2.35431,7.20172,1.52719,1.54815
11.8672,7.10233,2.47498,2.61822,7.20172,1.52719,1.54815
11.9578,7.07478,2.52149,2.45375,7.20172,1.52719,1.54815
12.1592,7.0581,2.53004,2.47068,7.20172,1.52719,1.54815
12.2556,7.04164,2.53806,2.49124,7.19559,1.67386,1.63642
12.3653,7.06847,2.55279,2.66742,7.19559,1.67386,1.63642
12.4542,7.01922,2.55505,2.67632,7.19559,1.67386,1.63642
12.6871,7.00222,2.56222,2.68764,7.18227,1.82386,1.69444
12.7936,7.06422,2.56709,2.55935,7.18227,1.82386,1.69444
12.8837,7.04568,2.58933,2.69791,7.18227,1.82386,1.69444
12.9774,7.02823,2.60102,2.69227,7.18227,1.82386,1.69444
13.0549,7.0132,2.61162,2.66789,7.18227,1.82386,1.69444
13.2665,6.99877,2.62233,2.64352,7.17691,2.02994,1.60716
13.3673,7.06524,2.3762,2.42458,7.17691,2.02994,1.60716
13.4771,7.03678,2.36604,2.43571,7.17691,2.02994,1.60716
13.5608,7.02287,2.37904,2.42819,7.17691,2.02994,1.60716
13.7873,7.00929,2.39174,2.42816,7.17025,2.14877,1.57919
13.8647,7.08178,2.25287,2.57432,7.17025,2.14877,1.57919
13.9589,7.11015,2.23799,2.60376,7.17025,2.14877,1.57919
14.2586,7.09435,2.24701,2.62631,7.17025,2.14877,1.57919
14.3664,7.05998,2.26587,2.6435,7.16827,2.24617,1.63153
14.404,7.08653,2.23707,2.48615,7.16827,2.24617,1.63153
14.656,7.07368,2.27019,2.32109,7.16827,2.24617,1.63153
14.7564,7.05912,2.28139,2.31919,7.16827,2.24617,1.63153
14.8635,7.04169,2.29527,2.3023,7.1653,2.406,1.58404
14.9601,7.02785,2.30668,2.28543,7.1653,2.406,1.58404
15.0539,7.09067,2.2629,2.69384,7.1653,2.406,1.58404
15.1559,7.04813,2.30253,2.40369,7.1653,2.406,1.58404
15.2548,7.03174,2.31082,2.40182,7.1653,2.406,1.58404
15.3624,7.01163,2.32133,2.38872,7.16446,2.54674,1.55428
15.4624,7.08815,2.53363,2.7779,7.16446,2.54674,1.55428
15.5534,7.04575,2.52092,2.66786,7.16446,2.54674,1.55428
15.798,7.01878,2.56428,2.59741,7.1669,2.67286,1.5618
15.8719,6.9808,2.58195,2.62578,7.1669,2.67286,1.5618
15.9593,7.07039,2.63623,2.63024,7.1669,2.67286,1.5618
16.1559,7.08671,2.63121,2.48715,7.1669,2.67286,1.5618
